pool,base_agg,delta_agg,gate,n,pool_size,pool_support_mean,gate_active_q2s3,gate_weight_q2s3_mean,strict_gate,deployable_gate,loose_gate,all_margin_vs_mixmin,best_all_delta_vs_mixmin,best_all_minus_base,best_worst_set_delta,best_sets_beating_base,best_sets_tail_neutral,best_hidden_q2s3_minus_base,best_world_support_minus_base,best_block_win_rate
support2_high_block,median,weighted_mean,q2_agree55,6,36,2.0,0.136,0.136,0,0,0,0,-5.120880718800791e-06,-5.505308378062068e-07,8.572216462332527e-06,3,3,,,
support2,median,signed_p75,q2_agree55,6,51,2.0,0.122,0.122,0,0,0,0,-5.119172711398612e-06,-5.091492922826291e-07,7.926147622017155e-06,3,3,,,
top50_heldout_mean,median,weighted_mean,q2_agree55,6,50,1.84,0.122,0.122,0,0,0,0,-5.117100706164557e-06,-4.5774973289613996e-07,7.914924758045672e-06,3,3,,,
support2,median,weighted_mean,q2_agree55,6,51,2.0,0.122,0.122,0,0,0,0,-5.106500302165529e-06,-4.964768830495458e-07,7.902593539221847e-06,3,3,,,
support2_top50,median,signed_p75,q2_agree55,6,50,2.0,0.122,0.122,0,0,0,0,-5.102580018734315e-06,-5.091019817937692e-07,7.946599005159705e-06,3,3,,,
top50_heldout_mean,median,median,q2_agree55,6,50,1.84,0.122,0.122,0,0,0,0,-5.099233027827665e-06,-4.3988205455924856e-07,8.074865596841008e-06,3,3,,,
top50_heldout_mean,median,median,q2_only,6,50,1.84,0.5,0.5,0,0,0,0,-5.099233027827665e-06,-4.3988205455924856e-07,8.074865596841008e-06,3,3,,,
support2_high_block,median,mean,q2_agree55,6,36,2.0,0.136,0.136,0,0,0,0,-5.0966512969985445e-06,-5.263014160039603e-07,8.612569196597697e-06,3,3,,,
high_block,median,median,q2_agree55,6,47,1.7659574468085106,0.136,0.136,0,0,0,0,-5.0949011278778045e-06,-5.320204159442454e-07,8.696493638549185e-06,3,3,,,
high_block,median,median,q2_only,6,47,1.7659574468085106,0.5,0.5,0,0,0,0,-5.0949011278778045e-06,-5.320204159442454e-07,8.696493638549185e-06,3,3,,,
support2_top50,median,weighted_mean,q2_agree55,6,50,2.0,0.122,0.122,0,0,0,0,-5.082905654485437e-06,-4.894276175448908e-07,7.922525731229868e-06,3,3,,,
support2_high_block,median,signed_p75,q2_agree55,6,36,2.0,0.136,0.136,0,0,0,0,-5.080892871989207e-06,-5.105429909946224e-07,8.54903931235551e-06,3,3,,,
translator_tail_soft_p90_m0.50,median,mean,q2_only,6,13,1.4615384615384615,0.5,0.5,0,0,0,0,-5.058794629753116e-06,-8.311016385098569e-07,1.2765905822886836e-05,3,3,,,
translator_tail_soft_p90_m0.50,median,signed_p75,q2_only,6,13,1.4615384615384615,0.5,0.5,0,0,0,0,-5.048249094974366e-06,-8.205561037311071e-07,1.2775193261815865e-05,3,3,,,
translator_tail_soft_p90_m0.50,median,weighted_mean,q2_only,6,13,1.4615384615384615,0.5,0.5,0,0,0,0,-5.0449676145536415e-06,-8.172746233103823e-07,1.2786844288292798e-05,3,3,,,
support2,median,median,q2_agree55,6,51,2.0,0.122,0.122,0,0,0,0,-5.0440682859420605e-06,-4.340448668260777e-07,8.123402628457121e-06,3,3,,,
support2,median,median,q2_only,6,51,2.0,0.5,0.5,0,0,0,0,-5.0440682859420605e-06,-4.340448668260777e-07,8.123402628457121e-06,3,3,,,
support2_top50,median,median,q2_agree55,6,50,2.0,0.122,0.122,0,0,0,0,-5.032588997422316e-06,-4.3911096048177e-07,8.139178025001748e-06,3,3,,,
support2_top50,median,median,q2_only,6,50,2.0,0.5,0.5,0,0,0,0,-5.032588997422316e-06,-4.3911096048177e-07,8.139178025001748e-06,3,3,,,
translator_tail_soft_p90_m0.50,median,mean,q2_agree55,6,13,1.4615384615384615,0.136,0.136,0,0,0,0,-4.9925359557612126e-06,-7.648429645179533e-07,1.283914228722427e-05,3,3,,,
translator_tail_soft_p90_m0.50,median,weighted_mean,q2_agree55,6,13,1.4615384615384615,0.136,0.136,0,0,0,0,-4.988846972420191e-06,-7.611539811769319e-07,1.2850763435823254e-05,3,3,,,
translator_tail_soft_p90_m0.50,median,median,q2_agree55,6,13,1.4615384615384615,0.136,0.136,0,0,0,0,-4.961075366072265e-06,-7.333823748290058e-07,1.2883188474255292e-05,3,3,,,
translator_tail_soft_p90_m0.50,median,median,q2_only,6,13,1.4615384615384615,0.5,0.5,0,0,0,0,-4.961075366072265e-06,-7.333823748290058e-07,1.2883188474255292e-05,3,3,,,
translator_tail_soft_p90_m0.50,median,signed_p75,q2_agree55,6,13,1.4615384615384615,0.136,0.136,0,0,0,0,-4.957088219348371e-06,-7.293952281051119e-07,1.2891553013871793e-05,3,3,,,
support2_high_block,median,median,q2_agree55,6,36,2.0,0.136,0.136,0,0,0,0,-4.948258652603954e-06,-3.7790877160936986e-07,8.770265552682233e-06,3,3,,,
support2_high_block,median,median,q2_only,6,36,2.0,0.5,0.5,0,0,0,0,-4.948258652603954e-06,-3.7790877160936986e-07,8.770265552682233e-06,3,3,,,
